,season_id,player_id,player_season,player,season,season_start,team,games,gamesstarted,mp,fg_perc,3p_perc,2p_perc,ft_perc,trb,ast,stl,blk,tov,pf,pts,all_nba
1050,1053,182,1,Michael Beasley,2008-09,2008,MIA,81,19,24.8,0.472,0.407,0.478,0.772,5.4,1.0,0.5,0.5,1.5,2.3,13.9,0
1051,1054,182,2,Michael Beasley,2009-10,2009,MIA,78,78,29.8,0.45,0.275,0.469,0.8,6.4,1.3,1.0,0.6,1.7,2.8,14.8,0
1052,1055,182,3,Michael Beasley,2010-11,2010,MIN,73,73,32.3,0.45,0.366,0.463,0.753,5.6,2.2,0.7,0.7,2.7,3.0,19.2,0
1053,1056,182,4,Michael Beasley,2011-12,2011,MIN,47,7,23.1,0.445,0.376,0.462,0.642,4.4,1.0,0.4,0.4,1.7,1.8,11.5,0
1054,1057,182,5,Michael Beasley,2012-13,2012,PHO,75,20,20.7,0.405,0.313,0.426,0.746,3.8,1.5,0.4,0.5,1.9,1.4,10.1,0
1055,1058,182,6,Michael Beasley,2013-14,2013,MIA,55,2,15.1,0.499,0.389,0.518,0.772,3.1,0.8,0.4,0.4,1.0,1.7,7.9,0
1056,1059,182,7,Michael Beasley,2014-15,2014,MIA,24,1,21.0,0.434,0.235,0.472,0.769,3.7,1.3,0.6,0.5,1.5,2.8,8.8,0
1057,1060,182,8,Michael Beasley,2015-16,2015,HOU,20,0,18.2,0.522,0.333,0.531,0.776,4.9,0.8,0.6,0.5,1.2,2.0,12.8,0
1058,1050,181,1,Malik Beasley,2016-17,2016,DEN,19,0,4.7,0.432,0.353,0.481,0.75,0.5,0.3,0.2,0.0,0.3,0.3,2.6,0
1059,1061,182,9,Michael Beasley,2016-17,2016,MIL,53,5,16.6,0.546,0.421,0.56,0.74,3.5,1.0,0.5,0.5,1.2,1.7,9.6,0
1060,1051,181,2,Malik Beasley,2017-18,2017,DEN,62,0,9.4,0.41,0.341,0.469,0.667,1.1,0.5,0.2,0.1,0.4,0.6,3.2,0
1061,1062,182,10,Michael Beasley,2017-18,2017,NYK,74,30,22.3,0.507,0.395,0.52,0.78,5.6,1.7,0.5,0.6,1.9,2.0,13.2,0
1064,1064,183,1,Rodrigue Beaubois,2009-10,2009,DAL,56,16,12.5,0.518,0.409,0.582,0.808,1.4,1.3,0.5,0.2,1.0,1.5,7.1,0
1065,1065,183,2,Rodrigue Beaubois,2010-11,2010,DAL,28,26,17.7,0.422,0.301,0.493,0.767,1.9,2.3,0.7,0.3,1.7,2.7,8.4,0
1066,1066,183,3,Rodrigue Beaubois,2011-12,2011,DAL,53,12,21.7,0.422,0.288,0.479,0.841,2.8,2.9,1.1,0.5,1.3,1.8,8.9,0
1067,1067,183,4,Rodrigue Beaubois,2012-13,2012,DAL,45,0,12.2,0.369,0.292,0.423,0.789,1.3,1.9,0.4,0.1,0.7,1.2,4.0,0
1068,1068,184,1,Corey Beck,1995-96,1995,CHH,5,0,6.6,0.25,0.0,0.25,0.5,1.4,1.0,0.2,0.0,0.8,1.6,1.0,0
1069,1069,184,2,Corey Beck,1997-98,1997,CHH,59,14,12.5,0.459,0.5,0.458,0.729,1.5,1.7,0.6,0.1,1.2,1.7,3.2,0
1070,1070,184,3,Corey Beck,1998-99,1998,TOT,24,0,7.5,0.462,1.0,0.447,0.533,1.2,0.8,0.4,0.1,0.5,1.1,1.9,0
1071,1071,185,1,William Bedford,1986-87,1986,PHO,50,18,19.6,0.397,0.0,0.398,0.581,4.9,1.1,0.4,0.7,1.7,2.5,6.7,0
1072,1072,185,2,William Bedford,1987-88,1987,DET,38,0,7.8,0.436,0.0,0.436,0.565,1.7,0.1,0.2,0.4,0.5,1.2,2.7,0
1073,1073,185,3,William Bedford,1989-90,1989,DET,42,0,5.9,0.432,0.167,0.445,0.409,1.4,0.1,0.1,0.4,0.5,0.9,2.8,0
1074,1074,185,4,William Bedford,1990-91,1990,DET,60,4,9.4,0.438,0.385,0.441,0.705,2.2,0.5,0.0,0.6,0.5,1.3,4.5,0
1075,1075,185,5,William Bedford,1991-92,1991,DET,32,8,11.3,0.413,0.0,0.417,0.636,2.0,0.4,0.2,0.6,0.5,1.8,3.6,0
1076,1076,185,6,William Bedford,1992-93,1992,SAS,16,0,4.1,0.333,1.0,0.308,0.5,0.6,0.0,0.0,0.1,0.1,0.9,1.6,0
1077,1077,186,1,Marco Belinelli,2007-08,2007,GSW,33,0,7.3,0.387,0.39,0.385,0.778,0.4,0.5,0.2,0.0,0.4,0.5,2.9,0
1078,1078,186,2,Marco Belinelli,2008-09,2008,GSW,42,23,21.0,0.442,0.397,0.473,0.769,1.7,2.1,0.9,0.0,1.4,1.7,8.9,0
1079,1079,186,3,Marco Belinelli,2009-10,2009,TOR,66,1,17.0,0.406,0.38,0.425,0.835,1.4,1.3,0.6,0.1,0.9,1.2,7.1,0
1080,1080,186,4,Marco Belinelli,2010-11,2010,NOH,80,69,24.5,0.437,0.414,0.458,0.784,1.9,1.2,0.5,0.1,1.0,1.8,10.5,0
1081,1081,186,5,Marco Belinelli,2011-12,2011,NOH,66,55,29.8,0.417,0.377,0.445,0.783,2.6,1.5,0.7,0.1,1.0,1.7,11.8,0
1082,1082,186,6,Marco Belinelli,2012-13,2012,CHI,73,27,25.8,0.395,0.357,0.416,0.839,1.9,2.0,0.6,0.1,1.1,1.9,9.6,0
1083,1083,186,7,Marco Belinelli,2013-14,2013,SAS,80,25,25.2,0.485,0.43,0.525,0.847,2.8,2.2,0.6,0.1,1.2,1.6,11.4,0
1084,1084,186,8,Marco Belinelli,2014-15,2014,SAS,62,9,22.4,0.423,0.374,0.471,0.848,2.5,1.5,0.5,0.0,1.0,1.4,9.2,0
1085,1085,186,9,Marco Belinelli,2015-16,2015,SAC,68,7,24.6,0.386,0.306,0.456,0.833,1.7,1.9,0.5,0.0,1.2,1.3,10.2,0
1086,1086,186,10,Marco Belinelli,2016-17,2016,CHO,74,0,24.0,0.429,0.362,0.486,0.893,2.4,2.0,0.6,0.1,0.9,1.2,10.5,0
1087,1087,186,11,Marco Belinelli,2017-18,2017,TOT,80,2,24.3,0.441,0.377,0.509,0.908,1.9,1.9,0.8,0.2,1.2,1.1,12.1,0
1089,1098,189,1,Raja Bell,2000-01,2000,PHI,5,0,6.0,0.286,0.333,0.25,0.0,0.2,0.0,0.2,0.0,0.4,0.2,1.0,0
1090,1089,187,1,Charlie Bell,2001-02,2001,TOT,7,0,6.3,0.273,0.0,0.6,1.0,0.7,0.3,0.0,0.0,0.7,0.4,1.1,0
1091,1099,189,2,Raja Bell,2001-02,2001,PHI,74,12,12.0,0.429,0.273,0.464,0.75,1.5,1.0,0.3,0.1,0.6,1.5,3.4,0
1092,1100,189,3,Raja Bell,2002-03,2002,DAL,75,32,15.6,0.441,0.412,0.45,0.676,1.9,0.8,0.7,0.1,0.6,1.8,3.1,0
1093,1101,189,4,Raja Bell,2003-04,2003,UTA,82,4,24.6,0.409,0.373,0.418,0.786,2.9,1.3,0.8,0.2,1.4,3.2,11.2,0
1094,1110,190,1,Troy Bell,2003-04,2003,MEM,6,0,5.7,0.222,0.0,0.286,1.0,0.7,0.7,0.2,0.0,1.0,1.0,1.8,0
1095,1102,189,5,Raja Bell,2004-05,2004,UTA,63,32,28.4,0.454,0.403,0.467,0.747,3.2,1.4,0.7,0.1,1.3,3.3,12.3,0
1096,1090,187,2,Charlie Bell,2005-06,2005,MIL,59,6,21.7,0.439,0.423,0.45,0.708,2.0,2.2,1.0,0.1,0.7,2.1,8.4,0
1097,1103,189,6,Raja Bell,2005-06,2005,PHO,79,79,37.5,0.457,0.442,0.471,0.788,3.2,2.6,1.0,0.3,1.1,3.1,14.7,0
1098,1091,187,3,Charlie Bell,2006-07,2006,MIL,82,64,34.7,0.437,0.352,0.488,0.78,2.9,3.0,1.2,0.0,1.3,2.6,13.5,0
1099,1104,189,7,Raja Bell,2006-07,2006,PHO,78,78,37.4,0.432,0.413,0.452,0.776,3.2,2.5,0.6,0.3,1.1,3.0,14.7,0
1100,1092,187,4,Charlie Bell,2007-08,2007,MIL,68,5,23.9,0.381,0.341,0.413,0.805,2.5,3.1,0.8,0.0,1.1,1.8,7.6,0
1101,1105,189,8,Raja Bell,2007-08,2007,PHO,75,75,35.3,0.421,0.401,0.449,0.868,3.7,2.2,0.7,0.4,0.9,2.9,11.9,0
1102,1093,187,5,Charlie Bell,2008-09,2008,MIL,70,23,25.5,0.414,0.363,0.458,0.825,1.9,2.2,0.7,0.1,1.1,2.0,8.4,0
1103,1106,189,9,Raja Bell,2008-09,2008,TOT,67,66,34.6,0.437,0.421,0.448,0.853,3.6,2.1,0.7,0.1,1.3,2.5,11.9,0
1104,1094,187,6,Charlie Bell,2009-10,2009,MIL,71,39,22.7,0.381,0.365,0.395,0.716,1.9,1.5,0.5,0.2,0.8,1.9,6.5,0
1105,1107,189,10,Raja Bell,2009-10,2009,TOT,6,5,30.0,0.459,0.444,0.471,1.0,3.8,2.2,0.7,0.3,0.8,2.5,11.8,0
1106,1095,187,7,Charlie Bell,2010-11,2010,GSW,19,0,9.0,0.279,0.286,0.273,0.5,0.9,0.7,0.3,0.1,0.3,0.7,1.7,0
1107,1108,189,11,Raja Bell,2010-11,2010,UTA,68,63,30.8,0.409,0.352,0.449,0.892,2.6,1.7,0.8,0.2,0.9,2.5,8.0,0
1108,1109,189,12,Raja Bell,2011-12,2011,UTA,34,33,23.4,0.466,0.391,0.54,0.84,1.4,1.1,0.4,0.1,0.6,2.3,6.4,0
1109,1096,188,1,Jordan Bell,2017-18,2017,GSW,57,13,14.2,0.627,0.0,0.641,0.682,3.6,1.8,0.6,1.0,0.9,1.6,4.6,0
1111,1111,191,1,DeAndre' Bembry,2016-17,2016,ATL,34,0,9.3,0.46,0.0,0.556,0.375,1.4,0.7,0.2,0.1,0.3,0.5,2.5,0
1112,1112,191,2,DeAndre' Bembry,2017-18,2017,ATL,26,3,17.5,0.414,0.367,0.429,0.576,2.8,1.9,0.8,0.5,1.8,1.5,5.2,0
1114,1117,193,1,Jonathan Bender,1999-00,1999,IND,24,1,5.4,0.329,0.167,0.362,0.667,0.9,0.1,0.0,0.2,0.3,0.8,2.7,0
1115,1118,193,2,Jonathan Bender,2000-01,2000,IND,59,7,9.7,0.355,0.268,0.379,0.735,1.3,0.5,0.1,0.5,0.7,1.2,3.3,0
1116,1119,193,3,Jonathan Bender,2001-02,2001,IND,78,17,21.1,0.43,0.36,0.457,0.773,3.1,0.8,0.2,0.6,1.2,1.9,7.4,0
1117,1120,193,4,Jonathan Bender,2002-03,2002,IND,46,2,17.8,0.441,0.358,0.463,0.714,2.9,0.9,0.2,1.2,0.9,1.9,6.6,0
1118,1121,193,5,Jonathan Bender,2003-04,2003,IND,21,0,12.9,0.472,0.409,0.488,0.83,1.9,0.4,0.2,0.5,1.6,1.1,7.0,0
1119,1122,193,6,Jonathan Bender,2004-05,2004,IND,7,0,13.3,0.4,0.2,0.429,0.5,2.0,0.6,0.1,0.3,1.4,1.3,5.1,0
1120,1123,193,7,Jonathan Bender,2005-06,2005,IND,2,0,10.5,0.8,0.0,0.8,1.0,2.0,1.0,0.0,0.5,0.0,1.0,5.0,0
1121,1124,193,8,Jonathan Bender,2009-10,2009,NYK,25,1,11.7,0.4,0.359,0.426,0.923,2.1,0.6,0.1,0.7,1.1,1.3,4.7,0
1122,1114,192,1,Dragan Bender,2016-17,2016,PHO,40,0,12.7,0.368,0.314,0.46,0.3,2.3,0.4,0.2,0.5,0.7,1.6,3.3,0
1123,1115,192,2,Dragan Bender,2017-18,2017,PHO,82,37,25.2,0.386,0.366,0.426,0.765,4.4,1.6,0.3,0.6,1.4,2.0,6.5,0
1125,1125,194,1,Jerrelle Benimon,2014-15,2014,UTA,2,0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0
1126,1126,195,1,Benoit Benjamin,1985-86,1985,LAC,79,37,26.4,0.49,0.333,0.491,0.746,7.6,1.0,0.8,2.6,1.8,3.6,11.1,0
1127,1127,195,2,Benoit Benjamin,1986-87,1986,LAC,72,61,31.0,0.449,0.0,0.45,0.715,8.1,1.9,0.8,2.6,2.6,3.5,11.5,0
1128,1128,195,3,Benoit Benjamin,1987-88,1987,LAC,66,59,32.9,0.491,0.0,0.496,0.706,8.0,2.6,0.8,3.4,3.4,3.1,13.0,0
1129,1129,195,4,Benoit Benjamin,1988-89,1988,LAC,79,62,32.7,0.541,0.0,0.543,0.744,8.8,2.0,0.7,2.8,3.0,2.8,16.4,0
1130,1130,195,5,Benoit Benjamin,1989-90,1989,LAC,71,58,32.6,0.526,0.0,0.527,0.732,9.3,2.2,0.8,2.6,2.6,3.1,13.5,0
1131,1131,195,6,Benoit Benjamin,1990-91,1990,TOT,70,65,31.9,0.496,0.0,0.496,0.712,10.3,1.7,0.8,2.1,3.4,2.6,14.0,0
1132,1132,195,7,Benoit Benjamin,1991-92,1991,SEA,63,61,30.8,0.478,0.0,0.48,0.687,8.1,1.2,0.6,1.9,2.8,2.9,14.0,0
1133,1133,195,8,Benoit Benjamin,1992-93,1992,TOT,59,6,12.8,0.491,0.0,0.491,0.663,3.5,0.4,0.5,0.8,1.3,2.3,5.7,0
1134,1134,195,9,Benoit Benjamin,1993-94,1993,NJN,77,74,23.6,0.48,0.0,0.48,0.71,6.5,0.6,0.5,1.2,1.3,2.6,9.3,0
1135,1135,195,10,Benoit Benjamin,1994-95,1994,NJN,61,57,26.2,0.51,0.0,0.51,0.76,7.2,0.6,0.4,1.0,2.0,2.5,11.1,0
1136,1136,195,11,Benoit Benjamin,1995-96,1995,TOT,83,71,22.8,0.498,0.0,0.501,0.722,6.5,0.8,0.5,1.0,1.7,2.7,8.8,0
1137,1137,195,12,Benoit Benjamin,1996-97,1996,TOR,4,3,11.0,0.417,0.0,0.417,0.75,2.3,0.3,0.3,0.0,0.5,1.3,3.3,0
1138,1138,195,13,Benoit Benjamin,1997-98,1997,PHI,14,0,14.1,0.537,0.0,0.537,0.633,3.8,0.2,0.3,0.3,0.9,1.9,4.5,0
1139,1139,195,14,Benoit Benjamin,1998-99,1998,PHI,6,0,5.5,0.286,0.0,0.286,0.0,1.3,0.2,0.0,0.0,0.5,1.0,0.7,0
1140,1141,196,1,Corey Benjamin,1998-99,1998,CHI,31,1,10.3,0.376,0.214,0.398,0.675,1.3,0.3,0.4,0.3,0.7,1.5,3.8,0
1141,1140,195,15,Benoit Benjamin,1999-00,1999,CLE,3,0,2.7,0.333,0.0,0.333,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.7,0
1142,1142,196,2,Corey Benjamin,1999-00,1999,CHI,48,10,18.0,0.414,0.348,0.437,0.598,1.8,1.1,0.6,0.5,1.5,2.5,7.7,0
1143,1143,196,3,Corey Benjamin,2000-01,2000,CHI,65,5,13.2,0.381,0.259,0.425,0.675,1.5,1.1,0.4,0.2,1.0,2.0,4.7,0
1144,1144,196,4,Corey Benjamin,2002-03,2002,ATL,9,0,16.9,0.302,0.154,0.367,0.75,3.4,1.1,0.1,0.2,0.7,2.2,4.4,0
1145,1159,201,1,Winston Bennett,1989-90,1989,CLE,55,34,18.0,0.479,0.0,0.479,0.667,3.4,1.0,0.4,0.2,1.1,2.4,6.1,0
1146,1160,201,2,Winston Bennett,1990-91,1990,CLE,27,13,12.4,0.374,0.0,0.374,0.745,2.4,1.0,0.3,0.1,0.7,1.9,4.3,0
1147,1161,201,3,Winston Bennett,1991-92,1991,TOT,54,45,15.4,0.379,0.0,0.381,0.7,3.0,0.7,0.4,0.2,0.6,2.3,3.6,0
1148,1156,200,1,Tony Bennett,1992-93,1992,CHH,75,2,11.4,0.423,0.325,0.467,0.732,0.8,1.8,0.4,0.0,0.7,1.5,3.7,0
1149,1157,200,2,Tony Bennett,1993-94,1993,CHH,74,5,13.3,0.399,0.36,0.415,0.733,1.2,2.2,0.5,0.0,0.5,1.1,3.4,0
1150,1149,198,1,Elmer Bennett,1994-95,1994,CLE,4,0,4.5,0.545,0.0,0.667,0.75,0.3,0.8,1.0,0.0,0.8,0.8,3.8,0
1151,1158,200,3,Tony Bennett,1994-95,1994,CHH,3,0,15.3,0.462,0.222,1.0,0.0,0.7,1.3,0.0,0.0,1.0,2.0,4.7,0
1152,1150,198,2,Elmer Bennett,1995-96,1995,PHI,8,0,8.3,0.235,0.0,0.235,0.75,0.6,1.0,0.1,0.1,0.9,0.8,1.4,0
1153,1152,199,1,Mario Bennett,1995-96,1995,PHO,19,14,12.1,0.453,0.0,0.46,0.643,2.6,0.3,0.6,0.6,0.6,2.4,4.5,0
1154,1151,198,3,Elmer Bennett,1996-97,1996,TOT,9,0,8.3,0.316,0.333,0.3,0.7,0.4,1.2,0.4,0.0,1.1,0.8,2.4,0
1155,1153,199,2,Mario Bennett,1997-98,1997,LAL,45,4,7.9,0.593,0.5,0.594,0.364,2.8,0.4,0.4,0.2,0.5,1.4,3.9,0
1156,1154,199,3,Mario Bennett,1998-99,1998,CHI,3,0,6.3,0.333,0.0,0.333,0.75,1.7,0.0,0.3,0.0,0.3,1.3,2.3,0
1157,1155,199,4,Mario Bennett,1999-00,1999,LAC,1,0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1158,1145,197,1,Anthony Bennett,2013-14,2013,CLE,52,0,12.8,0.356,0.245,0.39,0.638,3.0,0.3,0.4,0.2,0.9,1.8,4.2,0
1159,1146,197,2,Anthony Bennett,2014-15,2014,MIN,57,3,15.7,0.421,0.304,0.431,0.641,3.8,0.8,0.5,0.3,0.6,1.5,5.2,0
1160,1147,197,3,Anthony Bennett,2015-16,2015,TOR,19,0,4.4,0.296,0.214,0.385,0.9,1.2,0.0,0.3,0.0,0.2,0.4,1.5,0
1161,1148,197,4,Anthony Bennett,2016-17,2016,BRK,23,1,11.5,0.413,0.271,0.568,0.722,3.4,0.5,0.2,0.1,0.5,0.8,5.0,0
1162,1162,202,1,David Benoit,1991-92,1991,UTA,77,2,15.1,0.467,0.214,0.476,0.81,3.8,0.4,0.2,0.6,0.9,1.6,5.6,0
1163,1163,202,2,David Benoit,1992-93,1992,UTA,82,27,20.9,0.436,0.347,0.453,0.75,4.8,0.5,0.5,0.5,1.1,2.5,8.1,0
1164,1164,202,3,David Benoit,1993-94,1993,UTA,55,18,19.5,0.385,0.203,0.421,0.773,4.7,0.4,0.4,0.7,0.7,2.1,6.5,0
1165,1165,202,4,David Benoit,1994-95,1994,UTA,71,67,25.9,0.486,0.33,0.523,0.841,5.2,0.8,0.6,0.7,1.1,2.6,10.4,0
1166,1166,202,5,David Benoit,1995-96,1995,UTA,81,63,24.2,0.439,0.333,0.491,0.777,4.7,1.0,0.5,0.6,0.9,2.0,8.2,0
1167,1167,202,6,David Benoit,1997-98,1997,TOT,77,0,14.6,0.373,0.324,0.408,0.824,2.6,0.3,0.5,0.3,0.7,2.0,5.5,0
1168,1168,202,7,David Benoit,2000-01,2000,UTA,49,2,9.1,0.483,0.385,0.493,0.795,1.7,0.4,0.1,0.1,0.6,1.5,3.6,0
1169,1169,203,1,Keith Benson,2011-12,2011,GSW,3,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1170,1170,204,1,Ben Bentil,2016-17,2016,DAL,3,0,3.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.3,0.0,0
1171,1172,206,1,Walter Berry,1986-87,1986,TOT,63,45,25.2,0.531,0.0,0.533,0.649,4.9,1.7,0.6,0.6,2.4,3.1,15.9,0
1172,1173,206,2,Walter Berry,1987-88,1987,SAS,73,56,26.3,0.563,0.0,0.563,0.6,5.4,1.5,0.8,0.9,2.2,2.8,17.4,0
1173,1171,205,1,Ricky Berry,1988-89,1988,SAC,64,21,22.0,0.45,0.406,0.467,0.789,3.1,1.3,0.6,0.3,1.3,3.1,11.0,0
1174,1174,206,3,Walter Berry,1988-89,1988,TOT,69,31,19.6,0.507,0.5,0.507,0.699,3.9,1.1,0.4,0.7,1.3,2.7,8.8,0
1175,1176,208,1,Davis Bertans,2016-17,2016,SAS,63,5,11.8,0.441,0.4,0.554,0.818,1.4,0.7,0.3,0.4,0.5,1.1,4.4,0
1176,1177,208,2,Davis Bertans,2017-18,2017,SAS,77,10,14.1,0.44,0.373,0.588,0.816,2.0,1.0,0.3,0.4,0.5,1.2,5.9,0
1179,1179,209,1,Travis Best,1995-96,1995,IND,59,1,9.7,0.423,0.32,0.442,0.833,0.7,1.6,0.3,0.1,1.1,1.4,3.7,0
1180,1180,209,2,Travis Best,1996-97,1996,IND,76,46,27.2,0.442,0.368,0.467,0.756,2.2,4.2,1.3,0.1,2.0,2.9,9.9,0
1181,1181,209,3,Travis Best,1997-98,1997,IND,82,0,18.9,0.419,0.3,0.439,0.855,1.5,3.4,1.0,0.1,1.4,2.4,6.5,0
1182,1182,209,4,Travis Best,1998-99,1998,IND,49,0,21.3,0.416,0.373,0.427,0.843,1.6,3.4,0.9,0.1,1.3,2.3,7.1,0
1183,1183,209,5,Travis Best,1999-00,1999,IND,82,0,20.6,0.483,0.376,0.504,0.821,1.7,3.3,0.9,0.1,1.3,2.5,8.9,0
1184,1184,209,6,Travis Best,2000-01,2000,IND,77,21,31.9,0.44,0.381,0.449,0.827,2.9,6.1,1.4,0.1,1.6,3.2,11.9,0
1185,1185,209,7,Travis Best,2001-02,2001,TOT,74,21,23.6,0.44,0.356,0.451,0.897,2.0,4.4,1.2,0.1,1.3,2.3,7.9,0
1186,1186,209,8,Travis Best,2002-03,2002,MIA,72,52,25.1,0.396,0.33,0.411,0.854,2.0,3.5,0.6,0.1,1.5,2.4,8.4,0
1187,1187,209,9,Travis Best,2003-04,2003,DAL,61,1,12.5,0.372,0.15,0.401,0.87,1.1,1.8,0.5,0.1,0.5,1.1,2.8,0
1188,1188,209,10,Travis Best,2004-05,2004,NJN,76,6,19.2,0.42,0.306,0.447,0.885,1.4,1.9,0.9,0.1,0.9,1.9,6.8,0
1189,1189,210,1,Patrick Beverley,2012-13,2012,HOU,41,0,17.4,0.418,0.375,0.462,0.829,2.7,2.9,0.9,0.5,1.1,2.0,5.6,0
1190,1190,210,2,Patrick Beverley,2013-14,2013,HOU,56,55,31.3,0.414,0.361,0.473,0.814,3.5,2.7,1.4,0.4,1.2,3.1,10.2,0
1191,1191,210,3,Patrick Beverley,2014-15,2014,HOU,56,55,30.8,0.383,0.356,0.426,0.75,4.2,3.4,1.1,0.4,1.5,3.3,10.1,0
1192,1192,210,4,Patrick Beverley,2015-16,2015,HOU,71,63,28.7,0.434,0.4,0.472,0.682,3.5,3.4,1.3,0.4,1.3,3.3,9.9,0
1193,1193,210,5,Patrick Beverley,2016-17,2016,HOU,64,64,30.7,0.418,0.383,0.458,0.81,5.8,4.1,1.5,0.4,1.5,3.3,9.6,0
1194,1194,210,6,Patrick Beverley,2017-18,2017,LAC,11,11,30.4,0.403,0.4,0.407,0.824,4.1,2.9,1.7,0.5,2.3,3.1,12.2,0
1196,1196,211,1,Sim Bhullar,2014-15,2014,SAC,3,0,1.0,0.5,0.0,0.5,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.7,0
1197,1197,212,1,Mike Bibby,1998-99,1998,VAN,50,50,35.2,0.43,0.203,0.461,0.751,2.7,6.5,1.6,0.1,2.9,2.4,13.2,0
1198,1198,212,2,Mike Bibby,1999-00,1999,VAN,82,82,38.5,0.445,0.363,0.466,0.78,3.7,8.1,1.6,0.2,3.0,2.1,14.5,0
1199,1199,212,3,Mike Bibby,2000-01,2000,VAN,82,82,38.9,0.454,0.379,0.478,0.761,3.7,8.4,1.3,0.1,3.0,1.8,15.9,0
1200,1200,212,4,Mike Bibby,2001-02,2001,SAC,80,80,33.2,0.453,0.37,0.466,0.803,2.8,5.0,1.1,0.2,1.7,1.7,13.7,0
1201,1201,212,5,Mike Bibby,2002-03,2002,SAC,55,55,33.4,0.47,0.409,0.485,0.861,2.7,5.2,1.3,0.1,2.3,1.7,15.9,0
1202,1202,212,6,Mike Bibby,2003-04,2003,SAC,82,82,36.3,0.45,0.392,0.479,0.815,3.4,5.4,1.4,0.2,2.1,1.8,18.4,0
1203,1203,212,7,Mike Bibby,2004-05,2004,SAC,80,80,38.6,0.443,0.36,0.477,0.775,4.2,6.8,1.6,0.4,2.5,2.4,19.6,0
1204,1204,212,8,Mike Bibby,2005-06,2005,SAC,82,82,38.6,0.432,0.386,0.458,0.849,2.9,5.4,1.0,0.1,2.4,2.1,21.1,0
1205,1205,212,9,Mike Bibby,2006-07,2006,SAC,82,82,34.0,0.404,0.36,0.435,0.83,3.2,4.7,1.1,0.1,2.4,1.7,17.1,0
1206,1206,212,10,Mike Bibby,2007-08,2007,TOT,48,44,32.8,0.411,0.375,0.437,0.78,3.3,6.0,1.1,0.1,2.5,2.0,13.9,0
1207,1207,212,11,Mike Bibby,2008-09,2008,ATL,79,79,34.7,0.435,0.39,0.468,0.789,3.5,5.0,1.2,0.1,1.6,1.8,14.9,0
1208,1208,212,12,Mike Bibby,2009-10,2009,ATL,80,80,27.4,0.416,0.389,0.444,0.861,2.3,3.9,0.8,0.0,1.1,2.0,9.1,0
1209,1209,212,13,Mike Bibby,2010-11,2010,TOT,80,68,28.6,0.431,0.44,0.417,0.629,2.4,3.3,0.6,0.1,1.3,2.2,8.6,0
1210,1210,212,14,Mike Bibby,2011-12,2011,NYK,39,4,14.3,0.282,0.318,0.205,0.75,1.5,2.1,0.5,0.1,0.5,1.2,2.6,0
1211,1211,213,1,Andris Biedrins,2004-05,2004,GSW,30,1,12.8,0.577,0.0,0.584,0.475,3.9,0.4,0.4,0.8,0.4,2.9,3.6,0
1212,1212,213,2,Andris Biedrins,2005-06,2005,GSW,68,2,14.7,0.638,0.0,0.638,0.306,4.2,0.4,0.3,0.7,0.5,2.8,3.8,0
1213,1213,213,3,Andris Biedrins,2006-07,2006,GSW,82,63,29.0,0.599,0.0,0.599,0.521,9.3,1.1,0.8,1.7,1.5,3.7,9.5,0
1214,1214,213,4,Andris Biedrins,2007-08,2007,GSW,76,59,27.3,0.626,0.0,0.626,0.62,9.8,1.0,0.7,1.2,1.1,3.4,10.5,0
1215,1215,213,5,Andris Biedrins,2008-09,2008,GSW,62,58,30.0,0.578,0.0,0.579,0.551,11.2,2.0,1.0,1.5,1.8,3.8,11.9,0
1216,1216,213,6,Andris Biedrins,2009-10,2009,GSW,33,29,23.1,0.591,0.0,0.591,0.16,7.8,1.7,0.6,1.3,1.0,3.5,5.0,0
1217,1217,213,7,Andris Biedrins,2010-11,2010,GSW,59,55,23.7,0.534,0.0,0.534,0.323,7.2,1.0,0.9,0.9,1.0,3.4,5.0,0
1218,1218,213,8,Andris Biedrins,2011-12,2011,GSW,47,35,15.7,0.609,0.0,0.609,0.111,3.7,0.3,0.5,1.0,0.3,2.7,1.7,0
1219,1219,213,9,Andris Biedrins,2012-13,2012,GSW,53,9,9.3,0.476,0.0,0.476,0.308,2.9,0.3,0.3,0.8,0.3,1.9,0.5,0
1220,1220,213,10,Andris Biedrins,2013-14,2013,UTA,6,0,7.5,1.0,0.0,1.0,0.167,2.8,0.0,0.0,0.0,0.3,1.0,0.5,0
1221,1221,214,1,Chauncey Billups,1997-98,1997,TOT,80,70,27.7,0.374,0.329,0.408,0.85,2.4,3.9,1.3,0.1,2.2,2.2,11.2,0
1222,1222,214,2,Chauncey Billups,1998-99,1998,DEN,45,41,33.1,0.386,0.362,0.408,0.913,2.1,3.8,1.3,0.3,2.2,2.6,13.9,0
1223,1223,214,3,Chauncey Billups,1999-00,1999,DEN,13,5,23.5,0.337,0.171,0.45,0.841,2.6,3.0,0.8,0.2,1.8,2.1,8.6,0
