,season_id,player_id,player_season,player,season,season_start,team,games,gamesstarted,mp,fg_perc,3p_perc,2p_perc,ft_perc,trb,ast,stl,blk,tov,pf,pts,all_nba
7944,7941,1455,10,Andrew Lang,1997-98,1997,MIL,57,0,12.1,0.378,0.0,0.38,0.772,2.7,0.3,0.3,0.5,0.6,1.8,2.7,0
7945,7947,1456,4,Antonio Lang,1997-98,1997,MIA,6,0,4.8,0.6,0.0,0.6,0.75,0.8,0.2,0.3,0.0,0.7,0.5,2.0,0
7946,7942,1455,11,Andrew Lang,1998-99,1998,CHI,21,13,18.4,0.323,0.0,0.323,0.696,4.4,0.6,0.2,0.6,0.8,2.0,3.8,0
7947,7948,1456,5,Antonio Lang,1998-99,1998,CLE,10,0,6.5,0.667,0.0,0.667,0.556,1.6,0.1,0.2,0.1,0.4,1.3,1.3,0
7948,7943,1455,12,Andrew Lang,1999-00,1999,NYK,19,10,12.8,0.438,0.0,0.438,0.429,3.2,0.2,0.4,0.3,0.3,1.6,3.1,0
7949,7949,1456,6,Antonio Lang,1999-00,1999,TOT,10,0,3.8,0.167,0.0,0.167,0.8,0.5,0.2,0.4,0.1,0.2,0.8,0.6,0
7950,7950,1457,1,James Lang,2006-07,2006,WAS,11,0,5.0,0.444,0.0,0.444,0.6,1.0,0.2,0.0,0.3,0.2,1.3,1.0,0
7951,7951,1458,1,Trajan Langdon,1999-00,1999,CLE,10,0,14.5,0.375,0.421,0.333,1.0,1.5,1.1,0.5,0.0,0.6,1.6,4.9,0
7952,7952,1458,2,Trajan Langdon,2000-01,2000,CLE,65,5,17.2,0.431,0.411,0.444,0.895,1.4,1.2,0.6,0.1,0.8,1.8,6.0,0
7953,7953,1458,3,Trajan Langdon,2001-02,2001,CLE,44,0,10.8,0.398,0.365,0.422,0.913,1.3,1.4,0.3,0.1,0.9,1.1,4.8,0
7954,7954,1459,1,Keith Langford,2007-08,2007,SAS,2,0,5.0,0.25,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0
7955,7955,1460,1,Dan Langhi,2000-01,2000,HOU,33,0,7.3,0.374,0.0,0.378,0.552,1.2,0.1,0.2,0.0,0.2,0.5,2.7,0
7956,7956,1460,2,Dan Langhi,2001-02,2001,HOU,34,8,12.8,0.392,0.25,0.397,0.727,2.0,0.4,0.2,0.1,0.3,0.7,3.1,0
7957,7957,1460,3,Dan Langhi,2002-03,2002,PHO,60,0,9.0,0.401,0.29,0.421,0.6,1.5,0.4,0.3,0.1,0.3,1.0,3.1,0
7958,7958,1460,4,Dan Langhi,2003-04,2003,TOT,6,0,6.2,0.357,0.5,0.333,1.0,0.7,0.0,0.0,0.0,0.3,1.2,2.2,0
7959,7959,1461,1,Nicolas Laprovittola,2016-17,2016,SAS,18,3,9.7,0.426,0.37,0.5,1.0,0.6,1.6,0.2,0.1,1.1,1.1,3.3,0
7960,7960,1462,1,Shane Larkin,2013-14,2013,DAL,48,0,10.2,0.38,0.316,0.404,0.64,0.9,1.5,0.5,0.0,0.8,1.0,2.8,0
7961,7961,1462,2,Shane Larkin,2014-15,2014,NYK,76,22,24.5,0.433,0.302,0.481,0.782,2.3,3.0,1.2,0.1,1.1,2.0,6.2,0
7962,7962,1462,3,Shane Larkin,2015-16,2015,BRK,78,17,22.4,0.442,0.361,0.464,0.776,2.3,4.4,1.2,0.2,1.9,1.6,7.3,0
7963,7963,1462,4,Shane Larkin,2017-18,2017,BOS,54,2,14.4,0.384,0.36,0.398,0.865,1.7,1.8,0.5,0.0,0.6,1.1,4.3,0
7964,7964,1463,1,Rusty LaRue,1997-98,1997,CHI,14,0,10.0,0.408,0.25,0.485,0.625,0.6,0.4,0.2,0.1,0.4,0.9,3.5,0
7965,7965,1463,2,Rusty LaRue,1998-99,1998,CHI,43,6,17.0,0.359,0.337,0.375,1.0,1.3,1.5,0.8,0.1,0.8,1.5,4.7,0
7966,7966,1463,3,Rusty LaRue,1999-00,1999,CHI,4,1,32.3,0.349,0.143,0.448,0.714,2.5,2.8,1.8,0.0,1.8,2.3,9.3,0
7967,7967,1463,4,Rusty LaRue,2001-02,2001,UTA,33,0,16.4,0.395,0.34,0.415,0.857,1.5,2.2,0.5,0.2,1.3,1.8,5.8,0
7968,7968,1463,5,Rusty LaRue,2003-04,2003,GSW,4,0,5.5,0.333,1.0,0.0,0.5,0.8,0.5,0.5,0.0,1.0,0.5,1.0,0
7969,7969,1464,1,Stephane Lasme,2007-08,2007,TOT,16,4,18.9,0.451,0.0,0.451,0.594,3.3,0.2,0.8,1.4,0.9,2.2,5.2,0
7970,7970,1465,1,Priest Lauderdale,1996-97,1996,ATL,35,0,5.1,0.551,0.0,0.557,0.565,1.2,0.3,0.0,0.3,1.1,1.1,3.2,0
7971,7971,1465,2,Priest Lauderdale,1997-98,1997,DEN,39,0,8.8,0.417,0.0,0.417,0.551,2.6,0.5,0.2,0.4,1.2,1.6,3.7,0
7972,7972,1466,1,Joffrey Lauvergne,2014-15,2014,DEN,24,1,11.2,0.404,0.188,0.452,0.643,3.2,0.5,0.3,0.4,0.9,1.8,3.9,0
7973,7973,1466,2,Joffrey Lauvergne,2015-16,2015,DEN,59,15,17.6,0.513,0.245,0.557,0.899,4.9,0.9,0.2,0.3,0.9,1.9,7.9,0
7974,7974,1466,3,Joffrey Lauvergne,2016-17,2016,TOT,66,1,14.3,0.437,0.347,0.475,0.62,3.6,1.0,0.3,0.1,0.8,1.2,5.4,0
7975,7975,1466,4,Joffrey Lauvergne,2017-18,2017,SAS,55,1,9.7,0.516,0.0,0.53,0.638,3.1,0.7,0.2,0.1,0.6,0.8,4.1,0
7976,7976,1467,1,Zach LaVine,2014-15,2014,MIN,77,40,24.7,0.422,0.341,0.449,0.842,2.8,3.6,0.7,0.1,2.5,2.1,10.1,0
7977,7977,1467,2,Zach LaVine,2015-16,2015,MIN,82,33,28.0,0.452,0.389,0.482,0.793,2.8,3.1,0.8,0.2,1.9,2.4,14.0,0
7978,7978,1467,3,Zach LaVine,2016-17,2016,MIN,47,47,37.2,0.459,0.387,0.515,0.836,3.4,3.0,0.9,0.2,1.8,2.2,18.9,0
7979,7979,1467,4,Zach LaVine,2017-18,2017,CHI,24,24,27.3,0.383,0.341,0.405,0.813,3.9,3.0,1.0,0.2,1.8,2.3,16.7,0
7981,7981,1468,1,Acie Law,2007-08,2007,ATL,56,6,15.4,0.401,0.206,0.433,0.792,1.0,2.0,0.5,0.0,1.0,1.3,4.2,0
7982,7982,1468,2,Acie Law,2008-09,2008,ATL,55,1,10.2,0.374,0.31,0.391,0.817,1.1,1.6,0.2,0.1,0.5,0.8,2.9,0
7983,7983,1468,3,Acie Law,2009-10,2009,TOT,26,1,9.0,0.467,0.313,0.508,0.776,0.7,1.0,0.4,0.0,0.7,0.6,4.3,0
7984,7984,1468,4,Acie Law,2010-11,2010,TOT,51,0,14.2,0.435,0.167,0.5,0.734,1.2,1.6,0.6,0.0,0.8,1.2,4.2,0
7985,7985,1469,1,Gani Lawal,2010-11,2010,PHO,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
7986,7986,1470,1,Edmund Lawrence,1980-81,1980,DET,3,0,6.3,0.625,0.0,0.625,0.5,1.3,0.3,0.3,0.0,0.3,2.0,4.0,0
7987,7987,1471,1,Jason Lawson,1997-98,1997,ORL,17,0,4.7,0.6,0.0,0.6,0.8,1.6,0.3,0.2,0.2,0.1,0.8,1.5,0
7988,7988,1472,1,Ty Lawson,2009-10,2009,DEN,65,8,20.3,0.515,0.41,0.544,0.757,1.9,3.1,0.7,0.0,1.3,1.4,8.3,0
7989,7989,1472,2,Ty Lawson,2010-11,2010,DEN,80,31,26.3,0.503,0.404,0.536,0.764,2.6,4.7,1.0,0.1,1.7,1.7,11.7,0
7990,7990,1472,3,Ty Lawson,2011-12,2011,DEN,61,61,34.8,0.488,0.365,0.531,0.824,3.7,6.6,1.3,0.1,2.4,1.5,16.4,0
7991,7991,1472,4,Ty Lawson,2012-13,2012,DEN,73,71,34.4,0.461,0.366,0.491,0.756,2.7,6.9,1.5,0.1,2.5,1.8,16.7,0
7992,7992,1472,5,Ty Lawson,2013-14,2013,DEN,62,61,35.8,0.431,0.356,0.455,0.798,3.5,8.8,1.6,0.2,3.2,1.8,17.6,0
7993,7993,1472,6,Ty Lawson,2014-15,2014,DEN,75,75,35.5,0.436,0.341,0.463,0.73,3.1,9.6,1.2,0.1,2.5,1.7,15.2,0
7994,7994,1472,7,Ty Lawson,2015-16,2015,TOT,66,13,21.4,0.393,0.333,0.419,0.686,1.8,3.6,0.8,0.1,1.4,1.3,5.7,0
7995,7995,1472,8,Ty Lawson,2016-17,2016,SAC,67,22,25.0,0.448,0.284,0.497,0.786,2.5,4.7,1.1,0.1,1.9,1.7,9.5,0
7996,7996,1473,1,Jake Layman,2016-17,2016,POR,32,0,5.7,0.313,0.262,0.409,0.765,0.5,0.2,0.2,0.1,0.2,0.6,2.0,0
7997,7997,1473,2,Jake Layman,2017-18,2017,POR,35,1,4.6,0.298,0.2,0.37,0.667,0.5,0.3,0.2,0.1,0.1,0.4,1.0,0
7999,7999,1474,1,T.J. Leaf,2017-18,2017,IND,53,0,8.7,0.471,0.429,0.489,0.625,1.5,0.2,0.1,0.1,0.2,0.8,2.9,0
8001,8001,1475,1,Allen Leavell,1979-80,1979,HOU,77,0,27.6,0.503,0.158,0.513,0.814,2.4,5.4,1.6,0.4,2.7,2.6,10.9,0
8002,8002,1475,2,Allen Leavell,1980-81,1980,HOU,79,0,21.3,0.471,0.118,0.482,0.832,1.7,4.9,1.2,0.2,2.4,2.0,8.1,0
8003,8003,1475,3,Allen Leavell,1981-82,1981,HOU,79,61,27.2,0.467,0.29,0.474,0.852,2.1,5.8,1.9,0.2,1.9,2.3,10.9,0
8004,8004,1475,4,Allen Leavell,1982-83,1982,HOU,79,76,32.9,0.415,0.24,0.449,0.832,2.5,6.7,2.1,0.2,2.5,2.7,14.8,0
8005,8005,1475,5,Allen Leavell,1983-84,1983,HOU,82,27,24.5,0.477,0.155,0.512,0.832,1.4,5.6,1.3,0.1,2.2,2.4,11.5,0
8006,8006,1475,6,Allen Leavell,1984-85,1984,HOU,42,0,12.8,0.421,0.216,0.465,0.772,0.9,2.4,0.5,0.1,1.2,1.5,5.4,0
8007,8007,1475,7,Allen Leavell,1985-86,1985,HOU,74,12,16.1,0.463,0.358,0.481,0.854,0.9,3.2,0.8,0.1,1.2,1.7,7.9,0
8008,8008,1475,8,Allen Leavell,1986-87,1986,HOU,53,11,22.2,0.411,0.316,0.429,0.84,1.2,4.2,1.0,0.2,1.2,2.4,7.8,0
8009,8009,1475,9,Allen Leavell,1987-88,1987,HOU,80,54,26.9,0.437,0.216,0.471,0.869,1.9,5.1,1.6,0.1,1.6,2.0,10.2,0
8010,8010,1475,10,Allen Leavell,1988-89,1988,HOU,55,3,11.4,0.346,0.122,0.408,0.733,1.0,2.3,0.5,0.1,1.1,1.1,3.3,0
8011,8011,1476,1,Jeff Lebo,1989-90,1989,SAS,4,0,8.0,0.286,0.0,0.286,1.0,1.0,0.8,0.5,0.0,0.3,1.8,1.5,0
8012,8012,1477,1,Eric Leckner,1988-89,1988,UTA,75,0,10.4,0.545,0.0,0.545,0.699,2.7,0.2,0.1,0.3,0.9,2.3,4.3,0
8013,8013,1477,2,Eric Leckner,1989-90,1989,UTA,77,0,9.9,0.563,0.0,0.563,0.743,2.5,0.2,0.2,0.3,0.8,2.0,4.3,0
8014,8014,1477,3,Eric Leckner,1990-91,1990,TOT,72,2,15.6,0.446,0.0,0.446,0.559,4.1,0.5,0.2,0.3,1.0,2.7,4.5,0
8015,8015,1477,4,Eric Leckner,1991-92,1991,CHH,59,2,12.1,0.513,0.0,0.516,0.745,3.5,0.5,0.2,0.3,0.7,1.9,3.3,0
8016,8016,1477,5,Eric Leckner,1993-94,1993,PHI,71,36,16.4,0.486,0.0,0.489,0.646,4.0,1.2,0.3,0.5,1.2,2.7,5.1,0
8017,8017,1477,6,Eric Leckner,1994-95,1994,DET,57,11,10.9,0.527,0.0,0.534,0.708,3.1,0.2,0.3,0.3,0.7,2.1,3.9,0
8018,8018,1477,7,Eric Leckner,1995-96,1995,DET,18,8,8.6,0.621,0.0,0.621,0.615,1.9,0.1,0.1,0.2,0.6,1.7,2.4,0
8019,8019,1477,8,Eric Leckner,1996-97,1996,TOT,20,1,6.3,0.424,0.0,0.424,0.5,1.8,0.3,0.2,0.1,0.5,1.8,1.7,0
8020,8020,1478,1,Ricky Ledo,2013-14,2013,DAL,11,0,3.0,0.353,0.375,0.333,1.0,0.2,0.2,0.1,0.0,0.2,0.2,1.7,0
8021,8021,1478,2,Ricky Ledo,2014-15,2014,TOT,17,0,14.4,0.333,0.37,0.319,0.727,2.1,1.1,0.4,0.1,1.5,1.2,5.3,0
8022,8057,1486,1,Rock Lee,1981-82,1981,SDC,2,0,5.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.5,1.0,0
8023,8050,1483,1,Keith Lee,1985-86,1985,CLE,58,38,20.6,0.466,0.222,0.472,0.781,6.1,1.2,0.5,0.6,1.3,3.5,7.4,0
8024,8051,1483,2,Keith Lee,1986-87,1986,CLE,67,1,13.0,0.455,0.0,0.456,0.713,3.7,1.0,0.4,0.6,1.3,2.2,6.1,0
8025,8052,1483,3,Keith Lee,1988-89,1988,NJN,57,4,14.7,0.422,0.0,0.426,0.746,4.5,0.7,0.4,0.6,0.9,2.4,4.8,0
8026,8053,1484,1,Kurk Lee,1990-91,1990,NJN,48,0,5.5,0.268,0.2,0.286,0.893,0.6,0.7,0.2,0.0,0.4,0.8,1.4,0
8027,8047,1482,1,Doug Lee,1991-92,1991,NJN,46,0,6.7,0.431,0.27,0.506,0.526,0.8,0.5,0.2,0.0,0.3,0.8,2.6,0
8028,8048,1482,2,Doug Lee,1992-93,1992,NJN,5,0,6.6,0.286,0.333,0.25,0.0,0.4,1.0,0.0,0.2,0.6,1.4,1.0,0
8029,8049,1482,3,Doug Lee,1994-95,1994,SAC,22,0,3.4,0.36,0.389,0.286,0.857,0.2,0.2,0.3,0.1,0.2,0.8,2.0,0
8030,8035,1481,1,David Lee,2005-06,2005,NYK,67,14,16.9,0.596,0.0,0.596,0.577,4.5,0.6,0.4,0.3,0.8,1.9,5.1,0
8031,8036,1481,2,David Lee,2006-07,2006,NYK,58,12,29.8,0.6,0.0,0.6,0.815,10.4,1.8,0.8,0.4,1.6,2.7,10.7,0
8032,8037,1481,3,David Lee,2007-08,2007,NYK,81,29,29.1,0.552,0.0,0.554,0.819,8.9,1.2,0.7,0.4,1.2,2.6,10.8,0
8033,8022,1479,1,Courtney Lee,2008-09,2008,ORL,77,42,25.2,0.45,0.404,0.478,0.83,2.3,1.2,1.0,0.2,0.9,2.0,8.4,0
8034,8038,1481,4,David Lee,2008-09,2008,NYK,81,74,34.9,0.549,0.0,0.551,0.755,11.7,2.1,1.0,0.3,1.9,3.2,16.0,0
8035,8023,1479,2,Courtney Lee,2009-10,2009,NJN,71,66,33.5,0.436,0.338,0.476,0.869,3.5,1.7,1.3,0.3,1.1,1.8,12.5,0
8036,8039,1481,5,David Lee,2009-10,2009,NYK,81,81,37.3,0.545,0.0,0.549,0.812,11.7,3.6,1.0,0.5,2.3,3.2,20.2,0
8037,8024,1479,3,Courtney Lee,2010-11,2010,HOU,81,1,21.3,0.439,0.408,0.453,0.792,2.6,1.2,0.7,0.2,0.8,1.3,8.3,0
8038,8040,1481,6,David Lee,2010-11,2010,GSW,73,73,36.1,0.507,0.333,0.508,0.787,9.8,3.2,1.0,0.4,2.3,2.9,16.5,0
8039,8025,1479,4,Courtney Lee,2011-12,2011,HOU,58,26,30.3,0.433,0.401,0.452,0.826,2.7,1.5,1.2,0.4,1.1,1.8,11.4,0
8040,8041,1481,7,David Lee,2011-12,2011,GSW,57,57,37.2,0.503,0.0,0.506,0.782,9.6,2.8,0.9,0.4,2.6,3.1,20.1,0
8041,8054,1485,1,Malcolm Lee,2011-12,2011,MIN,19,0,12.8,0.39,0.2,0.429,0.824,1.4,1.6,0.4,0.2,0.9,1.2,3.3,0
8042,8026,1479,5,Courtney Lee,2012-13,2012,BOS,78,39,24.9,0.464,0.372,0.503,0.861,2.4,1.8,1.1,0.3,1.1,1.8,7.8,0
8043,8042,1481,8,David Lee,2012-13,2012,GSW,79,79,36.8,0.519,0.0,0.521,0.797,11.2,3.5,0.8,0.3,2.6,3.1,18.5,1
8044,8055,1485,2,Malcolm Lee,2012-13,2012,MIN,16,12,18.1,0.382,0.333,0.404,0.6,2.4,1.3,0.8,0.4,0.6,1.9,4.9,0
8045,8027,1479,6,Courtney Lee,2013-14,2013,TOT,79,47,25.0,0.48,0.371,0.531,0.884,2.4,1.5,0.8,0.4,0.9,1.6,9.6,0
8046,8043,1481,9,David Lee,2013-14,2013,GSW,69,67,33.2,0.523,0.0,0.523,0.78,9.3,2.1,0.7,0.4,2.2,3.0,18.2,0
8047,8028,1479,7,Courtney Lee,2014-15,2014,MEM,77,74,30.6,0.448,0.402,0.473,0.86,2.3,2.0,1.0,0.2,1.0,1.7,10.1,0
8048,8044,1481,10,David Lee,2014-15,2014,GSW,49,4,18.4,0.511,0.0,0.514,0.654,5.2,1.7,0.6,0.5,1.0,1.7,7.9,0
8049,8056,1485,3,Malcolm Lee,2014-15,2014,PHI,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8050,8029,1479,8,Courtney Lee,2015-16,2015,TOT,79,65,29.5,0.454,0.378,0.493,0.839,2.6,1.7,1.1,0.4,0.9,1.7,9.6,0
8051,8045,1481,11,David Lee,2015-16,2015,TOT,55,5,16.4,0.531,0.0,0.533,0.763,5.5,1.5,0.4,0.5,1.2,2.1,7.8,0
8052,8030,1479,9,Courtney Lee,2016-17,2016,NYK,73,70,32.2,0.455,0.405,0.485,0.882,3.4,2.3,1.0,0.3,0.9,1.9,10.8,0
8053,8046,1481,12,David Lee,2016-17,2016,SAS,79,10,18.7,0.59,0.0,0.59,0.708,5.6,1.6,0.4,0.5,1.0,1.6,7.3,0
8054,8031,1479,10,Courtney Lee,2017-18,2017,NYK,76,69,30.4,0.454,0.406,0.482,0.919,2.9,2.4,1.1,0.2,1.1,1.4,12.0,0
8055,8033,1480,1,Damion Lee,2017-18,2017,ATL,15,11,26.9,0.408,0.25,0.511,0.759,4.7,1.9,1.3,0.1,0.9,1.7,10.7,0
8058,8058,1487,1,Tim Legler,1989-90,1989,PHO,11,0,7.5,0.379,0.0,0.393,1.0,0.7,0.5,0.2,0.0,0.4,1.1,2.5,0
8059,8059,1487,2,Tim Legler,1990-91,1990,DEN,10,0,14.8,0.347,0.25,0.367,0.833,1.8,1.2,0.2,0.0,0.4,2.0,5.8,0
8060,8060,1487,3,Tim Legler,1992-93,1992,TOT,33,0,19.2,0.436,0.338,0.472,0.803,1.8,1.4,0.7,0.2,0.8,1.9,8.8,0
8061,8061,1487,4,Tim Legler,1993-94,1993,DAL,79,0,16.7,0.438,0.374,0.46,0.84,1.6,1.5,0.7,0.2,0.8,1.7,8.3,0
8062,8062,1487,5,Tim Legler,1994-95,1994,GSW,24,0,15.5,0.522,0.52,0.523,0.882,1.7,1.1,0.5,0.0,0.8,1.4,7.3,0
8063,8063,1487,6,Tim Legler,1995-96,1995,WSB,77,0,23.1,0.507,0.522,0.488,0.863,1.8,1.8,0.6,0.2,0.6,1.8,9.4,0
8064,8064,1487,7,Tim Legler,1996-97,1996,WSB,15,0,12.1,0.313,0.276,0.368,0.857,1.4,0.5,0.2,0.3,0.6,1.4,2.9,0
8065,8065,1487,8,Tim Legler,1997-98,1997,WAS,8,0,9.5,0.158,0.0,0.231,0.75,0.5,0.4,0.1,0.0,0.5,1.4,1.1,0
8066,8066,1487,9,Tim Legler,1998-99,1998,WAS,30,0,12.6,0.443,0.4,0.463,0.5,1.3,0.7,0.1,0.1,0.5,1.4,4.0,0
8067,8067,1487,10,Tim Legler,1999-00,1999,GSW,23,4,12.3,0.359,0.333,0.368,0.778,1.0,1.0,0.2,0.0,0.3,1.4,3.3,0
8068,8068,1488,1,Walt Lemon,2017-18,2017,NOP,5,0,7.0,0.438,1.0,0.4,0.667,0.4,1.0,0.0,0.2,0.8,1.0,3.4,0
8070,8070,1489,1,Alex Len,2013-14,2013,PHO,42,3,8.6,0.423,0.0,0.423,0.645,2.4,0.1,0.1,0.4,0.6,1.6,2.0,0
8071,8071,1489,2,Alex Len,2014-15,2014,PHO,69,44,22.0,0.507,0.333,0.509,0.702,6.6,0.5,0.5,1.5,1.1,3.1,6.3,0
8072,8072,1489,3,Alex Len,2015-16,2015,PHO,78,46,23.3,0.423,0.143,0.426,0.728,7.6,1.2,0.5,0.8,1.9,2.9,9.0,0
8073,8073,1489,4,Alex Len,2016-17,2016,PHO,74,31,20.2,0.5,0.25,0.507,0.719,6.5,0.6,0.5,1.3,1.3,3.1,7.9,0
8074,8074,1489,5,Alex Len,2017-18,2017,PHO,69,13,20.2,0.566,0.333,0.568,0.684,7.5,1.2,0.4,0.9,1.1,2.3,8.5,0
8076,8076,1490,1,Voshon Lenard,1995-96,1995,MIA,30,0,10.8,0.376,0.356,0.425,0.791,1.7,1.0,0.2,0.0,0.8,1.0,5.9,0
8077,8077,1490,2,Voshon Lenard,1996-97,1996,MIA,73,47,28.9,0.459,0.414,0.541,0.819,3.0,2.2,0.7,0.2,1.5,2.3,12.3,0
8078,8078,1490,3,Voshon Lenard,1997-98,1997,MIA,81,81,32.4,0.425,0.405,0.441,0.788,3.6,2.2,0.7,0.2,1.2,2.7,12.6,0
8079,8079,1490,4,Voshon Lenard,1998-99,1998,MIA,12,2,15.8,0.392,0.343,0.432,0.727,1.3,0.8,0.3,0.1,0.6,1.5,6.8,0
8080,8080,1490,5,Voshon Lenard,1999-00,1999,MIA,53,13,27.1,0.407,0.39,0.419,0.792,2.9,2.6,0.8,0.3,1.5,2.4,11.9,0
8081,8081,1490,6,Voshon Lenard,2000-01,2000,DEN,80,58,29.1,0.397,0.385,0.407,0.797,2.9,2.4,0.8,0.2,1.3,2.1,12.2,0
8082,8082,1490,7,Voshon Lenard,2001-02,2001,DEN,71,19,23.5,0.41,0.371,0.427,0.783,2.6,1.8,0.8,0.4,1.3,1.5,11.5,0
8083,8083,1490,8,Voshon Lenard,2002-03,2002,TOR,63,24,30.6,0.402,0.365,0.418,0.804,3.4,2.3,0.9,0.3,1.6,2.5,14.3,0
8084,8084,1490,9,Voshon Lenard,2003-04,2003,DEN,73,70,30.6,0.422,0.367,0.447,0.791,2.7,2.1,0.8,0.2,1.4,2.4,14.2,0
8085,8085,1490,10,Voshon Lenard,2004-05,2004,DEN,3,1,18.0,0.385,0.333,0.429,0.625,2.0,2.0,0.3,0.0,0.7,0.7,9.7,0
8086,8086,1490,11,Voshon Lenard,2005-06,2005,TOT,26,6,17.6,0.393,0.321,0.442,0.516,1.8,1.6,0.8,0.2,1.2,1.5,7.3,0
8087,8087,1491,1,Gary Leonard,1989-90,1989,MIN,22,0,5.8,0.419,0.0,0.433,0.429,1.2,0.0,0.1,0.4,0.4,1.2,1.5,0
8088,8088,1491,2,Gary Leonard,1990-91,1990,ATL,4,0,2.3,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3,0.0,0.5,0.5,0
8089,8089,1491,3,Gary Leonard,1991-92,1991,ATL,5,0,2.6,0.667,0.0,0.667,1.0,1.0,0.2,0.2,0.0,0.2,0.6,2.0,0
8090,8090,1492,1,Kawhi Leonard,2011-12,2011,SAS,64,39,24.0,0.493,0.376,0.536,0.773,5.1,1.1,1.3,0.4,0.7,1.4,7.9,0
8091,8091,1492,2,Kawhi Leonard,2012-13,2012,SAS,58,57,31.2,0.494,0.374,0.554,0.825,6.0,1.6,1.7,0.6,1.1,1.7,11.9,0
8092,8098,1493,1,Meyers Leonard,2012-13,2012,POR,69,9,17.5,0.545,0.429,0.548,0.809,3.7,0.5,0.2,0.6,0.7,2.4,5.5,0
8093,8092,1492,3,Kawhi Leonard,2013-14,2013,SAS,66,65,29.1,0.522,0.379,0.579,0.802,6.2,2.0,1.7,0.8,1.2,1.9,12.8,0
8094,8099,1493,2,Meyers Leonard,2013-14,2013,POR,40,0,8.9,0.451,0.0,0.482,0.762,2.8,0.5,0.2,0.1,0.4,1.9,2.5,0
8095,8093,1492,4,Kawhi Leonard,2014-15,2014,SAS,64,64,31.8,0.479,0.349,0.519,0.802,7.2,2.5,2.3,0.8,1.5,2.0,16.5,0
8096,8100,1493,3,Meyers Leonard,2014-15,2014,POR,55,7,15.4,0.51,0.42,0.586,0.938,4.5,0.6,0.2,0.3,0.7,2.1,5.9,0
8097,8094,1492,5,Kawhi Leonard,2015-16,2015,SAS,72,72,33.1,0.506,0.443,0.528,0.874,6.8,2.6,1.8,1.0,1.5,1.8,21.2,1
8098,8101,1493,4,Meyers Leonard,2015-16,2015,POR,61,10,21.9,0.448,0.377,0.527,0.761,5.1,1.5,0.1,0.3,1.3,3.0,8.4,0
8099,8095,1492,6,Kawhi Leonard,2016-17,2016,SAS,71,71,33.6,0.483,0.374,0.529,0.88,5.9,3.6,1.8,0.8,2.1,1.7,25.7,1
8100,8102,1493,5,Meyers Leonard,2016-17,2016,POR,70,9,15.8,0.385,0.344,0.438,0.875,3.0,1.0,0.2,0.4,0.5,2.3,5.3,0
8101,8096,1492,7,Kawhi Leonard,2017-18,2017,SAS,9,9,23.3,0.468,0.314,0.539,0.816,4.7,2.3,2.0,1.0,1.8,1.0,16.2,0
8102,8103,1493,6,Meyers Leonard,2017-18,2017,POR,33,2,7.7,0.59,0.423,0.673,0.818,2.1,0.5,0.2,0.0,0.3,1.1,3.4,0
8105,8105,1494,1,Jim Les,1988-89,1988,UTA,82,0,9.5,0.301,0.071,0.328,0.781,1.1,2.6,0.3,0.1,1.1,1.1,1.7,0
8106,8106,1494,2,Jim Les,1989-90,1989,TOT,7,0,13.1,0.357,0.0,0.385,0.765,1.0,3.0,0.4,0.0,1.4,1.3,3.3,0
8107,8107,1494,3,Jim Les,1990-91,1990,SAC,55,8,25.4,0.444,0.461,0.421,0.835,2.0,5.4,1.0,0.1,1.4,2.6,7.2,0
8108,8108,1494,4,Jim Les,1991-92,1991,SAC,62,5,11.5,0.385,0.344,0.475,0.809,1.0,2.3,0.5,0.0,0.7,0.9,3.7,0
8109,8109,1494,5,Jim Les,1992-93,1992,SAC,73,0,12.1,0.425,0.429,0.419,0.84,1.2,2.3,0.5,0.1,0.7,1.1,4.5,0
8110,8110,1494,6,Jim Les,1993-94,1993,SAC,18,0,9.4,0.382,0.444,0.313,0.846,0.7,2.2,0.4,0.1,0.6,0.9,2.5,0
8111,8111,1494,7,Jim Les,1994-95,1994,ATL,24,0,7.8,0.289,0.217,0.4,0.852,1.1,1.8,0.2,0.0,0.9,1.2,2.1,0
8112,8112,1495,1,Travis Leslie,2011-12,2011,LAC,10,0,4.5,0.357,0.0,0.357,0.444,0.9,0.5,0.2,0.2,0.2,0.4,1.4,0
8113,8113,1496,1,Ronnie Lester,1980-81,1980,CHI,8,0,10.4,0.417,0.0,0.417,0.909,0.8,0.9,0.3,0.0,1.1,0.6,3.8,0
8114,8114,1496,2,Ronnie Lester,1981-82,1981,CHI,75,74,30.0,0.501,0.5,0.501,0.813,2.8,4.8,1.1,0.2,2.5,2.1,11.6,0
8115,8115,1496,3,Ronnie Lester,1982-83,1982,CHI,65,38,22.1,0.453,0.0,0.458,0.725,2.6,5.1,0.8,0.1,2.1,1.9,8.1,0
8116,8116,1496,4,Ronnie Lester,1983-84,1983,CHI,43,3,16.0,0.415,0.2,0.421,0.862,1.1,3.9,0.7,0.1,1.7,1.4,5.4,0
