,id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
730302,UmO9I2YB/,/soccer/spain/primera-division/barcelona-real-sociedad-UmO9I2YB/,True,2015-11-28,SP1,2016,spain,Barcelona,Real Sociedad,4,0,1.11,16.0,36.0,,,,,UmO9I2YB92,92.0,88.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by Neymar.,Attempt,Key Pass,Home,Barcelona,Real Sociedad,lionel messi,neymar,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
730303,UmO9I2YB/,/soccer/spain/primera-division/barcelona-real-sociedad-UmO9I2YB/,True,2015-11-28,SP1,2016,spain,Barcelona,Real Sociedad,4,0,1.11,16.0,36.0,,,,,UmO9I2YB93,93.0,90.0,"Goal!  Barcelona 4, Real Sociedad 0. Lionel Messi (Barcelona) left footed shot from very close range to the bottom right corner. Assisted by Neymar.",Attempt,Key Pass,Home,Barcelona,Real Sociedad,lionel messi,neymar,,,Bottom right corner,On target,1.0,Very close range,left foot,Pass,Open play,0.0
734670,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh3,3.0,5.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from the centre of the box is just a bit too high. Assisted by Neymar with a cross.,Attempt,Key Pass,Away,Barcelona,Valencia,lionel messi,neymar,,,Bit too high,Off target,0.0,Centre of the box,left foot,Cross,Open play,0.0
734675,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh8,8.0,10.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by Neymar.,Attempt,Key Pass,Away,Barcelona,Valencia,lionel messi,neymar,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
734689,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh22,22.0,24.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked. Assisted by Dani Alves.,Attempt,Key Pass,Away,Barcelona,Valencia,lionel messi,dani alves,,,Blocked,Blocked,0.0,Outside the box,left foot,Pass,Open play,0.0
734692,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh25,25.0,26.0,Attempt saved. Lionel Messi (Barcelona) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Neymar.,Attempt,Key Pass,Away,Barcelona,Valencia,lionel messi,neymar,,,Centre of the goal,On target,0.0,Centre of the box,right foot,Pass,Open play,0.0
734705,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh38,38.0,41.0,Foul by Lionel Messi (Barcelona).,Foul,,Away,Barcelona,Valencia,lionel messi,,,,,,0.0,,,None,,0.0
734712,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh45,45.0,47.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is close, but misses to the right.",Attempt,,Away,Barcelona,Valencia,lionel messi,,,,Misses to the right,Off target,0.0,Outside the box,left foot,None,Open play,0.0
734726,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh59,59.0,63.0,Foul by Lionel Messi (Barcelona).,Foul,,Away,Barcelona,Valencia,lionel messi,,,,,,0.0,,,None,,0.0
734739,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh72,72.0,77.0,Lionel Messi (Barcelona) wins a free kick on the right wing.,Free kick won,,Away,Barcelona,Valencia,lionel messi,,,,,,0.0,Right wing,,None,,0.0
734748,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh81,81.0,87.0,Lionel Messi (Barcelona) wins a free kick on the right wing.,Free kick won,,Away,Barcelona,Valencia,lionel messi,,,,,,0.0,Right wing,,None,,0.0
734751,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh84,84.0,88.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the top right corner.,Attempt,,Away,Barcelona,Valencia,lionel messi,,,,Top right corner,On target,0.0,Outside the box,left foot,None,Open play,0.0
734756,2eezZNIh/,/soccer/spain/primera-division/valencia-barcelona-2eezZNIh/,True,2015-12-05,SP1,2016,spain,Valencia,Barcelona,1,1,13.45,8.0,1.37,,,,,2eezZNIh89,89.0,90.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the centre of the goal. Assisted by Luis SuA¡rez.,Attempt,Key Pass,Away,Barcelona,Valencia,lionel messi,luis suarez,,,Centre of the goal,On target,0.0,Outside the box,left foot,Pass,Open play,0.0
741157,pvieUaXN/,/soccer/spain/primera-division/barcelona-dep-la-coruna-pvieUaXN/,True,2015-12-12,SP1,2016,spain,Barcelona,Deportivo La Coruna,2,2,1.12,15.0,35.0,,,,,pvieUaXN12,12.0,13.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Deportivo La Coruna,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
741158,pvieUaXN/,/soccer/spain/primera-division/barcelona-dep-la-coruna-pvieUaXN/,True,2015-12-12,SP1,2016,spain,Barcelona,Deportivo La Coruna,2,2,1.12,15.0,35.0,,,,,pvieUaXN13,13.0,14.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the top right corner.,Attempt,,Home,Barcelona,Deportivo La Coruna,lionel messi,,,,Top right corner,On target,0.0,Outside the box,left foot,None,Open play,0.0
741167,pvieUaXN/,/soccer/spain/primera-division/barcelona-dep-la-coruna-pvieUaXN/,True,2015-12-12,SP1,2016,spain,Barcelona,Deportivo La Coruna,2,2,1.12,15.0,35.0,,,,,pvieUaXN22,22.0,27.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from the centre of the box is too high. Assisted by Jordi Alba.,Attempt,Key Pass,Home,Barcelona,Deportivo La Coruna,lionel messi,jordi alba,,,Too high,Off target,0.0,Centre of the box,left foot,Pass,Open play,0.0
741171,pvieUaXN/,/soccer/spain/primera-division/barcelona-dep-la-coruna-pvieUaXN/,True,2015-12-12,SP1,2016,spain,Barcelona,Deportivo La Coruna,2,2,1.12,15.0,35.0,,,,,pvieUaXN26,26.0,31.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the bottom left corner. Assisted by AndrA©s Iniesta.,Attempt,Key Pass,Home,Barcelona,Deportivo La Coruna,lionel messi,andres iniesta,,,Bottom left corner,On target,0.0,Outside the box,left foot,Pass,Open play,0.0
741179,pvieUaXN/,/soccer/spain/primera-division/barcelona-dep-la-coruna-pvieUaXN/,True,2015-12-12,SP1,2016,spain,Barcelona,Deportivo La Coruna,2,2,1.12,15.0,35.0,,,,,pvieUaXN34,34.0,39.0,"Goal!  Barcelona 1, Deportivo de La CoruA±a 0. Lionel Messi (Barcelona) from a free kick with a left footed shot to the top right corner.",Attempt,,Home,Barcelona,Deportivo La Coruna,lionel messi,,,,Top right corner,On target,1.0,Not recorded,left foot,None,Free kick,0.0
741198,pvieUaXN/,/soccer/spain/primera-division/barcelona-dep-la-coruna-pvieUaXN/,True,2015-12-12,SP1,2016,spain,Barcelona,Deportivo La Coruna,2,2,1.12,15.0,35.0,,,,,pvieUaXN53,53.0,60.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from the right side of the box is high and wide to the left. Assisted by Ivan Rakitic following a corner.,Attempt,Key Pass,Home,Barcelona,Deportivo La Coruna,lionel messi,ivan rakitic,,,High and wide,Off target,0.0,Right side of the box,left foot,Pass,Corner,0.0
741202,pvieUaXN/,/soccer/spain/primera-division/barcelona-dep-la-coruna-pvieUaXN/,True,2015-12-12,SP1,2016,spain,Barcelona,Deportivo La Coruna,2,2,1.12,15.0,35.0,,,,,pvieUaXN57,57.0,67.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked. Assisted by Ivan Rakitic.,Attempt,Key Pass,Home,Barcelona,Deportivo La Coruna,lionel messi,ivan rakitic,,,Blocked,Blocked,0.0,Outside the box,left foot,Pass,Open play,0.0
750910,lArtY2kd/,/soccer/spain/primera-division/barcelona-betis-lArtY2kd/,True,2015-12-30,SP1,2016,spain,Barcelona,Real Betis,4,0,1.1,22.19,46.0,,,,,lArtY2kd14,14.0,12.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Real Betis,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
750918,lArtY2kd/,/soccer/spain/primera-division/barcelona-betis-lArtY2kd/,True,2015-12-30,SP1,2016,spain,Barcelona,Real Betis,4,0,1.1,22.19,46.0,,,,,lArtY2kd22,22.0,22.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is close, but misses to the left from a direct free kick.",Attempt,,Home,Barcelona,Real Betis,lionel messi,,,,Misses to the left,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
750931,lArtY2kd/,/soccer/spain/primera-division/barcelona-betis-lArtY2kd/,True,2015-12-30,SP1,2016,spain,Barcelona,Real Betis,4,0,1.1,22.19,46.0,,,,,lArtY2kd35,35.0,33.0,"Goal!  Barcelona 2, Real Betis 0. Lionel Messi (Barcelona) right footed shot from the centre of the box to the bottom right corner. Assisted by Neymar.",Attempt,Key Pass,Home,Barcelona,Real Betis,lionel messi,neymar,,,Bottom right corner,On target,1.0,Centre of the box,right foot,Pass,Open play,0.0
750959,lArtY2kd/,/soccer/spain/primera-division/barcelona-betis-lArtY2kd/,True,2015-12-30,SP1,2016,spain,Barcelona,Real Betis,4,0,1.1,22.19,46.0,,,,,lArtY2kd63,63.0,60.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Home,Barcelona,Real Betis,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
750960,lArtY2kd/,/soccer/spain/primera-division/barcelona-betis-lArtY2kd/,True,2015-12-30,SP1,2016,spain,Barcelona,Real Betis,4,0,1.1,22.19,46.0,,,,,lArtY2kd64,64.0,61.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by Neymar.,Attempt,Key Pass,Home,Barcelona,Real Betis,lionel messi,neymar,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
750963,lArtY2kd/,/soccer/spain/primera-division/barcelona-betis-lArtY2kd/,True,2015-12-30,SP1,2016,spain,Barcelona,Real Betis,4,0,1.1,22.19,46.0,,,,,lArtY2kd67,67.0,62.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the centre of the goal.,Attempt,,Home,Barcelona,Real Betis,lionel messi,,,,Centre of the goal,On target,0.0,Centre of the box,left foot,None,Open play,0.0
750974,lArtY2kd/,/soccer/spain/primera-division/barcelona-betis-lArtY2kd/,True,2015-12-30,SP1,2016,spain,Barcelona,Real Betis,4,0,1.1,22.19,46.0,,,,,lArtY2kd78,78.0,69.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the top left corner.,Attempt,,Home,Barcelona,Real Betis,lionel messi,,,,Top left corner,On target,0.0,Outside the box,left foot,None,Open play,0.0
750985,lArtY2kd/,/soccer/spain/primera-division/barcelona-betis-lArtY2kd/,True,2015-12-30,SP1,2016,spain,Barcelona,Real Betis,4,0,1.1,22.19,46.0,,,,,lArtY2kd89,89.0,74.0,Lionel Messi (Barcelona) hits the bar with a left footed shot from outside the box.,Attempt,,Home,Barcelona,Real Betis,lionel messi,,,,Hits the bar,Hit the bar,0.0,Outside the box,left foot,None,Open play,0.0
751899,EFYPXgeD/,/soccer/spain/primera-division/espanyol-barcelona-EFYPXgeD/,True,2016-01-02,SP1,2016,spain,Espanyol,Barcelona,0,0,19.5,8.6,1.25,,,,,EFYPXgeD7,7.0,10.0,Hand ball by Lionel Messi (Barcelona).,Hand ball,,Away,Barcelona,Espanyol,lionel messi,,,,,,0.0,,,None,,0.0
751919,EFYPXgeD/,/soccer/spain/primera-division/espanyol-barcelona-EFYPXgeD/,True,2016-01-02,SP1,2016,spain,Espanyol,Barcelona,0,0,19.5,8.6,1.25,,,,,EFYPXgeD27,27.0,27.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Espanyol,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
751930,EFYPXgeD/,/soccer/spain/primera-division/espanyol-barcelona-EFYPXgeD/,True,2016-01-02,SP1,2016,spain,Espanyol,Barcelona,0,0,19.5,8.6,1.25,,,,,EFYPXgeD38,38.0,35.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Espanyol,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
751931,EFYPXgeD/,/soccer/spain/primera-division/espanyol-barcelona-EFYPXgeD/,True,2016-01-02,SP1,2016,spain,Espanyol,Barcelona,0,0,19.5,8.6,1.25,,,,,EFYPXgeD39,39.0,36.0,Lionel Messi (Barcelona) hits the bar with a left footed shot from outside the box from a direct free kick.,Attempt,,Away,Barcelona,Espanyol,lionel messi,,,,Hits the bar,Hit the bar,0.0,Outside the box,left foot,None,Free kick,0.0
751937,EFYPXgeD/,/soccer/spain/primera-division/espanyol-barcelona-EFYPXgeD/,True,2016-01-02,SP1,2016,spain,Espanyol,Barcelona,0,0,19.5,8.6,1.25,,,,,EFYPXgeD45,45.0,42.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Espanyol,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
751947,EFYPXgeD/,/soccer/spain/primera-division/espanyol-barcelona-EFYPXgeD/,True,2016-01-02,SP1,2016,spain,Espanyol,Barcelona,0,0,19.5,8.6,1.25,,,,,EFYPXgeD55,55.0,51.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the left side of the box is blocked.,Attempt,,Away,Barcelona,Espanyol,lionel messi,,,,Blocked,Blocked,0.0,Left side of the box,left foot,None,Open play,0.0
751960,EFYPXgeD/,/soccer/spain/primera-division/espanyol-barcelona-EFYPXgeD/,True,2016-01-02,SP1,2016,spain,Espanyol,Barcelona,0,0,19.5,8.6,1.25,,,,,EFYPXgeD68,68.0,64.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the centre of the goal. Assisted by Neymar.,Attempt,Key Pass,Away,Barcelona,Espanyol,lionel messi,neymar,,,Centre of the goal,On target,0.0,Outside the box,left foot,Pass,Open play,0.0
751980,EFYPXgeD/,/soccer/spain/primera-division/espanyol-barcelona-EFYPXgeD/,True,2016-01-02,SP1,2016,spain,Espanyol,Barcelona,0,0,19.5,8.6,1.25,,,,,EFYPXgeD88,88.0,81.0,Lionel Messi (Barcelona) wins a free kick on the right wing.,Free kick won,,Away,Barcelona,Espanyol,lionel messi,,,,,,0.0,Right wing,,None,,0.0
751995,EFYPXgeD/,/soccer/spain/primera-division/espanyol-barcelona-EFYPXgeD/,True,2016-01-02,SP1,2016,spain,Espanyol,Barcelona,0,0,19.5,8.6,1.25,,,,,EFYPXgeD103,103.0,89.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is close, but misses to the right from a direct free kick.",Attempt,,Away,Barcelona,Espanyol,lionel messi,,,,Misses to the right,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
755778,vXdM1Y9g/,/soccer/spain/primera-division/barcelona-granada-cf-vXdM1Y9g/,True,2016-01-09,SP1,2016,spain,Barcelona,Granada,4,0,1.08,24.5,57.07,,,,,vXdM1Y9g13,13.0,8.0,"Goal!  Barcelona 1, Granada CF 0. Lionel Messi (Barcelona) left footed shot from the left side of the six yard box to the centre of the goal. Assisted by Arda Turan with a through ball.",Attempt,Key Pass,Home,Barcelona,Granada,lionel messi,arda turan,,,Centre of the goal,On target,1.0,Left side of the six yard box,left foot,Through ball,Open play,0.0
755783,vXdM1Y9g/,/soccer/spain/primera-division/barcelona-granada-cf-vXdM1Y9g/,True,2016-01-09,SP1,2016,spain,Barcelona,Granada,4,0,1.08,24.5,57.07,,,,,vXdM1Y9g18,18.0,14.0,"Goal!  Barcelona 2, Granada CF 0. Lionel Messi (Barcelona) left footed shot from the left side of the six yard box to the centre of the goal. Assisted by Luis SuA¡rez.",Attempt,Key Pass,Home,Barcelona,Granada,lionel messi,luis suarez,,,Centre of the goal,On target,1.0,Left side of the six yard box,left foot,Pass,Open play,0.0
755800,vXdM1Y9g/,/soccer/spain/primera-division/barcelona-granada-cf-vXdM1Y9g/,True,2016-01-09,SP1,2016,spain,Barcelona,Granada,4,0,1.08,24.5,57.07,,,,,vXdM1Y9g35,35.0,31.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Aleix Vidal.,Attempt,Key Pass,Home,Barcelona,Granada,lionel messi,aleix vidal,,,Centre of the goal,On target,0.0,Centre of the box,left foot,Pass,Open play,0.0
755811,vXdM1Y9g/,/soccer/spain/primera-division/barcelona-granada-cf-vXdM1Y9g/,True,2016-01-09,SP1,2016,spain,Barcelona,Granada,4,0,1.08,24.5,57.07,,,,,vXdM1Y9g46,46.0,39.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Home,Barcelona,Granada,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
755839,vXdM1Y9g/,/soccer/spain/primera-division/barcelona-granada-cf-vXdM1Y9g/,True,2016-01-09,SP1,2016,spain,Barcelona,Granada,4,0,1.08,24.5,57.07,,,,,vXdM1Y9g74,74.0,58.0,"Goal!  Barcelona 3, Granada CF 0. Lionel Messi (Barcelona) left footed shot from the centre of the box to the top left corner.",Attempt,,Home,Barcelona,Granada,lionel messi,,,,Top left corner,On target,1.0,Centre of the box,left foot,None,Open play,0.0
755844,vXdM1Y9g/,/soccer/spain/primera-division/barcelona-granada-cf-vXdM1Y9g/,True,2016-01-09,SP1,2016,spain,Barcelona,Granada,4,0,1.08,24.5,57.07,,,,,vXdM1Y9g79,79.0,61.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from long range on the right is blocked.,Attempt,,Home,Barcelona,Granada,lionel messi,,,,Blocked,Blocked,0.0,Long range,left foot,None,Open play,0.0
761430,KAtwTA8h/,/soccer/spain/primera-division/barcelona-ath-bilbao-KAtwTA8h/,True,2016-01-17,SP1,2016,spain,Barcelona,Athletic Bilbao,6,0,1.23,9.04,20.13,,,,,KAtwTA8h5,5.0,7.0,"Goal!  Barcelona 1, Athletic Club 0. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the bottom right corner.",Attempt,,Home,Barcelona,Athletic Bilbao,lionel messi,,,,Bottom right corner,On target,1.0,Penalty spot,left foot,None,Set piece,0.0
761452,KAtwTA8h/,/soccer/spain/primera-division/barcelona-ath-bilbao-KAtwTA8h/,True,2016-01-17,SP1,2016,spain,Barcelona,Athletic Bilbao,6,0,1.23,9.04,20.13,,,,,KAtwTA8h27,27.0,35.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from the centre of the box is too high. Assisted by Neymar.,Attempt,Key Pass,Home,Barcelona,Athletic Bilbao,lionel messi,neymar,,,Too high,Off target,0.0,Centre of the box,left foot,Pass,Open play,0.0
761456,KAtwTA8h/,/soccer/spain/primera-division/barcelona-ath-bilbao-KAtwTA8h/,True,2016-01-17,SP1,2016,spain,Barcelona,Athletic Bilbao,6,0,1.23,9.04,20.13,,,,,KAtwTA8h31,31.0,40.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Athletic Bilbao,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
761457,KAtwTA8h/,/soccer/spain/primera-division/barcelona-ath-bilbao-KAtwTA8h/,True,2016-01-17,SP1,2016,spain,Barcelona,Athletic Bilbao,6,0,1.23,9.04,20.13,,,,,KAtwTA8h32,32.0,41.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is close, but misses to the left from a direct free kick.",Attempt,,Home,Barcelona,Athletic Bilbao,lionel messi,,,,Misses to the left,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
765242,YVeHTsa3/,/soccer/spain/primera-division/malaga-barcelona-YVeHTsa3/,True,2016-01-23,SP1,2016,spain,Malaga,Barcelona,1,2,6.6,4.5,1.65,,,,,YVeHTsa334,34.0,44.0,Attempt blocked. Lionel Messi (Barcelona) right footed shot from the centre of the box is blocked.,Attempt,,Away,Barcelona,Malaga,lionel messi,,,,Blocked,Blocked,0.0,Centre of the box,right foot,None,Open play,0.0
765252,YVeHTsa3/,/soccer/spain/primera-division/malaga-barcelona-YVeHTsa3/,True,2016-01-23,SP1,2016,spain,Malaga,Barcelona,1,2,6.6,4.5,1.65,,,,,YVeHTsa344,44.0,50.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked.,Attempt,,Away,Barcelona,Malaga,lionel messi,,,,Blocked,Blocked,0.0,Outside the box,left foot,None,Open play,0.0
765254,YVeHTsa3/,/soccer/spain/primera-division/malaga-barcelona-YVeHTsa3/,True,2016-01-23,SP1,2016,spain,Malaga,Barcelona,1,2,6.6,4.5,1.65,,,,,YVeHTsa346,46.0,51.0,"Goal!  MA¡laga 1, Barcelona 2. Lionel Messi (Barcelona) left footed shot from the centre of the box to the bottom left corner. Assisted by Adriano with a cross.",Attempt,Key Pass,Away,Barcelona,Malaga,lionel messi,adriano,,,Bottom left corner,On target,1.0,Centre of the box,left foot,Cross,Open play,0.0
765261,YVeHTsa3/,/soccer/spain/primera-division/malaga-barcelona-YVeHTsa3/,True,2016-01-23,SP1,2016,spain,Malaga,Barcelona,1,2,6.6,4.5,1.65,,,,,YVeHTsa353,53.0,65.0,Foul by Lionel Messi (Barcelona).,Foul,,Away,Barcelona,Malaga,lionel messi,,,,,,0.0,,,None,,0.0
